_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-28 20:53:00,-17.17,-26.07,0.0,-17.17,-26.07,0.0,0.0
2023-02-28 20:54:00,-17.19,-26.09,0.0,-17.19,-26.09,0.0,0.0
2023-02-28 20:55:00,-17.14,-26.08,0.0,-17.14,-26.08,0.0,0.0
2023-02-28 20:56:00,-17.07,-26.09,0.0,-17.07,-26.09,0.0,0.0
2023-02-28 20:57:00,-17.13,-26.08,0.0,-17.13,-26.08,0.0,0.0
2023-02-28 20:58:00,-17.22,-26.06,0.0,-17.22,-26.06,0.0,0.0
2023-02-28 20:59:00,-17.24,-26.09,0.0,-17.24,-26.09,0.0,0.0
2023-02-28 21:00:00,-17.24,-26.09,0.0,-17.24,-26.09,0.0,0.0
2023-02-28 21:01:00,-17.2,-26.07,0.0,-17.2,-26.07,0.0,0.0
2023-02-28 21:02:00,-17.24,-26.09,0.0,-17.24,-26.09,0.0,0.0
2023-02-28 21:03:00,-17.17,-26.05,0.0,-17.17,-26.05,0.0,0.0
2023-02-28 21:04:00,-17.08,-26.08,0.0,-17.08,-26.08,0.0,0.0
2023-02-28 21:05:00,-17.1,-26.06,0.0,-17.1,-26.06,0.0,0.0
2023-02-28 21:06:00,-17.19,-26.07,0.0,-17.19,-26.07,0.0,0.0
2023-02-28 21:07:00,-17.21,-26.07,0.0,-17.21,-26.07,0.0,0.0
2023-02-28 21:08:00,-17.23,-26.08,0.0,-17.23,-26.08,0.0,0.0
2023-02-28 21:09:00,-17.16,-26.07,0.0,-17.16,-26.07,0.0,0.0
2023-02-28 21:10:00,-17.12,-26.07,0.0,-17.12,-26.07,0.0,0.0
2023-02-28 21:11:00,-17.23,-26.07,0.0,-17.23,-26.07,0.0,0.0
2023-02-28 21:12:00,-17.13,-26.05,0.0,-17.13,-26.05,0.0,0.0
2023-02-28 21:13:00,-17.21,-26.05,0.0,-17.21,-26.05,0.0,0.0
2023-02-28 21:14:00,-17.22,-26.05,0.0,-17.22,-26.05,0.0,0.0
2023-02-28 21:15:00,-17.06,-26.05,0.0,-17.06,-26.05,0.0,0.0
2023-02-28 21:16:00,-17.15,-26.03,0.0,-17.15,-26.03,0.0,0.0
2023-02-28 21:17:00,-17.23,-26.06,0.0,-17.23,-26.06,0.0,0.0
2023-02-28 21:18:00,-17.36,-26.05,0.0,-17.36,-26.05,0.0,0.0
2023-02-28 21:19:00,-17.21,-26.07,0.0,-17.21,-26.07,0.0,0.0
