_c0,signal_std,signal_rad,pluie,timestamp
2022-06-02T00:04:00.000+02:00,-22.452843,-29.299076,0,2022-06-02T00:04:00.000+02:00
2022-06-02T00:05:00.000+02:00,-22.444674,-29.29659,0,2022-06-02T00:05:00.000+02:00
2022-06-02T00:06:00.000+02:00,-22.442898,-29.298721,0,2022-06-02T00:06:00.000+02:00
2022-06-02T00:07:00.000+02:00,-22.439703,-29.29517,0,2022-06-02T00:07:00.000+02:00
2022-06-02T00:08:00.000+02:00,-22.449644,-29.293396,0,2022-06-02T00:08:00.000+02:00
2022-06-02T00:09:00.000+02:00,-22.437216,-29.29162,0,2022-06-02T00:09:00.000+02:00
2022-06-02T00:10:00.000+02:00,-22.44929,-29.29943,0,2022-06-02T00:10:00.000+02:00
2022-06-02T00:11:00.000+02:00,-22.44787,-29.29517,0,2022-06-02T00:11:00.000+02:00
2022-06-02T00:12:00.000+02:00,-22.440058,-29.296236,0,2022-06-02T00:12:00.000+02:00
2022-06-02T00:13:00.000+02:00,-22.443607,-29.29659,0,2022-06-02T00:13:00.000+02:00
2022-06-02T00:14:00.000+02:00,-22.447159,-29.29659,0,2022-06-02T00:14:00.000+02:00
2022-06-02T00:15:00.000+02:00,-22.454262,-29.29375,0,2022-06-02T00:15:00.000+02:00
2022-06-02T00:16:00.000+02:00,-22.441832,-29.29588,0,2022-06-02T00:16:00.000+02:00
2022-06-02T00:17:00.000+02:00,-22.442898,-29.29375,0,2022-06-02T00:17:00.000+02:00
2022-06-02T00:18:00.000+02:00,-22.440767,-29.299786,0,2022-06-02T00:18:00.000+02:00
2022-06-02T00:19:00.000+02:00,-22.427628,-29.297657,0,2022-06-02T00:19:00.000+02:00
2022-06-02T00:20:00.000+02:00,-22.43757,-29.303337,0,2022-06-02T00:20:00.000+02:00
2022-06-02T00:21:00.000+02:00,-22.435085,-29.303337,0,2022-06-02T00:21:00.000+02:00
2022-06-02T00:22:00.000+02:00,-22.424786,-29.303339,0,2022-06-02T00:22:00.000+02:00
2022-06-02T00:23:00.000+02:00,-22.437927,-29.307598,0,2022-06-02T00:23:00.000+02:00
2022-06-02T00:24:00.000+02:00,-22.435795,-29.303337,0,2022-06-02T00:24:00.000+02:00
2022-06-02T00:25:00.000+02:00,-22.430113,-29.299076,0,2022-06-02T00:25:00.000+02:00
2022-06-02T00:26:00.000+02:00,-22.425852,-29.290554,0,2022-06-02T00:26:00.000+02:00
2022-06-02T00:27:00.000+02:00,-22.429049,-29.29943,0,2022-06-02T00:27:00.000+02:00
2022-06-02T00:28:00.000+02:00,-22.427628,-29.29659,0,2022-06-02T00:28:00.000+02:00
2022-06-02T00:29:00.000+02:00,-22.43402,-29.296236,0,2022-06-02T00:29:00.000+02:00
2022-06-02T00:30:00.000+02:00,-22.420881,-29.293396,0,2022-06-02T00:30:00.000+02:00
2022-06-02T00:31:00.000+02:00,-22.427982,-29.300497,0,2022-06-02T00:31:00.000+02:00
2022-06-02T00:32:00.000+02:00,-22.415554,-29.302982,0,2022-06-02T00:32:00.000+02:00
2022-06-02T00:33:00.000+02:00,-22.429049,-29.29304,0,2022-06-02T00:33:00.000+02:00
2022-06-02T00:34:00.000+02:00,-22.416618,-29.30618,0,2022-06-02T00:34:00.000+02:00
2022-06-02T00:35:00.000+02:00,-22.429403,-29.307955,0,2022-06-02T00:35:00.000+02:00
2022-06-02T00:36:00.000+02:00,-22.425142,-29.307245,0,2022-06-02T00:36:00.000+02:00
2022-06-02T00:37:00.000+02:00,-22.41804,-29.326775,0,2022-06-02T00:37:00.000+02:00
2022-06-02T00:38:00.000+02:00,-22.414845,-29.32429,0,2022-06-02T00:38:00.000+02:00
2022-06-02T00:39:00.000+02:00,-22.406322,-29.335299,0,2022-06-02T00:39:00.000+02:00
2022-06-02T00:40:00.000+02:00,-22.420881,-29.327486,0,2022-06-02T00:40:00.000+02:00
2022-06-02T00:41:00.000+02:00,-22.415909,-29.32642,0,2022-06-02T00:41:00.000+02:00
2022-06-02T00:42:00.000+02:00,-22.410227,-29.317543,0,2022-06-02T00:42:00.000+02:00
2022-06-02T00:43:00.000+02:00,-22.41875,-29.302273,0,2022-06-02T00:43:00.000+02:00
2022-06-02T00:44:00.000+02:00,-22.407742,-29.300142,0,2022-06-02T00:44:00.000+02:00
2022-06-02T00:45:00.000+02:00,-22.407742,-29.301563,0,2022-06-02T00:45:00.000+02:00
2022-06-02T00:46:00.000+02:00,-22.405966,-29.29943,0,2022-06-02T00:46:00.000+02:00
2022-06-02T00:47:00.000+02:00,-22.409517,-29.298012,0,2022-06-02T00:47:00.000+02:00
2022-06-02T00:48:00.000+02:00,-22.409517,-29.306534,0,2022-06-02T00:48:00.000+02:00
2022-06-02T00:49:00.000+02:00,-22.398865,-29.298367,0,2022-06-02T00:49:00.000+02:00
2022-06-02T00:50:00.000+02:00,-22.393538,-29.298721,0,2022-06-02T00:50:00.000+02:00
2022-06-02T00:51:00.000+02:00,-22.393892,-29.311506,0,2022-06-02T00:51:00.000+02:00
2022-06-02T00:52:00.000+02:00,-22.400284,-29.30902,0,2022-06-02T00:52:00.000+02:00
2022-06-02T00:53:00.000+02:00,-22.389631,-29.302628,0,2022-06-02T00:53:00.000+02:00
2022-06-02T00:54:00.000+02:00,-22.388565,-29.297657,0,2022-06-02T00:54:00.000+02:00
2022-06-02T00:55:00.000+02:00,-22.396023,-29.301207,0,2022-06-02T00:55:00.000+02:00
2022-06-02T00:56:00.000+02:00,-22.385368,-29.307955,0,2022-06-02T00:56:00.000+02:00
2022-06-02T00:57:00.000+02:00,-22.39105,-29.311506,0,2022-06-02T00:57:00.000+02:00
2022-06-02T00:58:00.000+02:00,-22.395668,-29.30618,0,2022-06-02T00:58:00.000+02:00
2022-06-02T00:59:00.000+02:00,-22.389631,-29.30831,0,2022-06-02T00:59:00.000+02:00
2022-06-02T01:00:00.000+02:00,-22.392117,-29.312927,0,2022-06-02T01:00:00.000+02:00
2022-06-02T01:01:00.000+02:00,-22.388565,-29.31115,0,2022-06-02T01:01:00.000+02:00
2022-06-02T01:02:00.000+02:00,-22.39318,-29.304049,0,2022-06-02T01:02:00.000+02:00
2022-06-02T01:03:00.000+02:00,-22.389277,-29.298012,0,2022-06-02T01:03:00.000+02:00
2022-06-02T01:04:00.000+02:00,-22.393538,-29.299788,0,2022-06-02T01:04:00.000+02:00
2022-06-02T01:05:00.000+02:00,-22.389986,-29.29233,0,2022-06-02T01:05:00.000+02:00
2022-06-02T01:06:00.000+02:00,-22.392471,-29.288424,0,2022-06-02T01:06:00.000+02:00
2022-06-02T01:07:00.000+02:00,-22.375072,-29.27848,0,2022-06-02T01:07:00.000+02:00
2022-06-02T01:08:00.000+02:00,-22.382174,-29.280966,0,2022-06-02T01:08:00.000+02:00
2022-06-02T01:09:00.000+02:00,-22.38608,-29.286648,0,2022-06-02T01:09:00.000+02:00
2022-06-02T01:10:00.000+02:00,-22.393892,-29.287003,0,2022-06-02T01:10:00.000+02:00
2022-06-02T01:11:00.000+02:00,-22.380753,-29.281322,0,2022-06-02T01:11:00.000+02:00
2022-06-02T01:12:00.000+02:00,-22.387144,-29.28132,0,2022-06-02T01:12:00.000+02:00
2022-06-02T01:13:00.000+02:00,-22.388565,-29.284872,0,2022-06-02T01:13:00.000+02:00
2022-06-02T01:14:00.000+02:00,-22.376137,-29.281677,0,2022-06-02T01:14:00.000+02:00
2022-06-02T01:15:00.000+02:00,-22.394602,-29.287003,0,2022-06-02T01:15:00.000+02:00
2022-06-02T01:16:00.000+02:00,-22.377201,-29.28949,0,2022-06-02T01:16:00.000+02:00
2022-06-02T01:17:00.000+02:00,-22.382174,-29.291264,0,2022-06-02T01:17:00.000+02:00
2022-06-02T01:18:00.000+02:00,-22.378622,-29.289845,0,2022-06-02T01:18:00.000+02:00
2022-06-02T01:19:00.000+02:00,-22.38821,-29.29233,0,2022-06-02T01:19:00.000+02:00
2022-06-02T01:20:00.000+02:00,-22.392826,-29.296946,0,2022-06-02T01:20:00.000+02:00
2022-06-02T01:21:00.000+02:00,-22.37507,-29.292685,0,2022-06-02T01:21:00.000+02:00
2022-06-02T01:22:00.000+02:00,-22.376137,-29.291264,0,2022-06-02T01:22:00.000+02:00
2022-06-02T01:23:00.000+02:00,-22.37294,-29.287712,0,2022-06-02T01:23:00.000+02:00
2022-06-02T01:24:00.000+02:00,-22.377558,-29.287712,0,2022-06-02T01:24:00.000+02:00
2022-06-02T01:25:00.000+02:00,-22.368324,-29.285227,0,2022-06-02T01:25:00.000+02:00
2022-06-02T01:26:00.000+02:00,-22.371876,-29.288424,0,2022-06-02T01:26:00.000+02:00
2022-06-02T01:27:00.000+02:00,-22.377556,-29.280966,0,2022-06-02T01:27:00.000+02:00
2022-06-02T01:28:00.000+02:00,-22.366549,-29.280966,0,2022-06-02T01:28:00.000+02:00
2022-06-02T01:29:00.000+02:00,-22.378979,-29.283806,0,2022-06-02T01:29:00.000+02:00
2022-06-02T01:30:00.000+02:00,-22.362642,-29.283451,0,2022-06-02T01:30:00.000+02:00
2022-06-02T01:31:00.000+02:00,-22.365482,-29.289845,0,2022-06-02T01:31:00.000+02:00
2022-06-02T01:32:00.000+02:00,-22.382174,-29.288424,0,2022-06-02T01:32:00.000+02:00
2022-06-02T01:33:00.000+02:00,-22.365128,-29.288778,0,2022-06-02T01:33:00.000+02:00
2022-06-02T01:34:00.000+02:00,-22.374004,-29.287357,0,2022-06-02T01:34:00.000+02:00
2022-06-02T01:35:00.000+02:00,-22.364418,-29.284517,0,2022-06-02T01:35:00.000+02:00
2022-06-02T01:36:00.000+02:00,-22.366192,-29.285936,0,2022-06-02T01:36:00.000+02:00
2022-06-02T01:37:00.000+02:00,-22.365837,-29.277771,0,2022-06-02T01:37:00.000+02:00
2022-06-02T01:38:00.000+02:00,-22.358025,-29.27919,0,2022-06-02T01:38:00.000+02:00
2022-06-02T01:39:00.000+02:00,-22.36193,-29.277771,0,2022-06-02T01:39:00.000+02:00
2022-06-02T01:40:00.000+02:00,-22.355541,-29.282387,0,2022-06-02T01:40:00.000+02:00
2022-06-02T01:41:00.000+02:00,-22.35483,-29.280256,0,2022-06-02T01:41:00.000+02:00
2022-06-02T01:42:00.000+02:00,-22.349503,-29.286648,0,2022-06-02T01:42:00.000+02:00
2022-06-02T01:43:00.000+02:00,-22.361933,-29.281677,0,2022-06-02T01:43:00.000+02:00
2022-06-02T01:44:00.000+02:00,-22.359446,-29.280966,0,2022-06-02T01:44:00.000+02:00
2022-06-02T01:45:00.000+02:00,-22.359446,-29.283808,0,2022-06-02T01:45:00.000+02:00
2022-06-02T01:46:00.000+02:00,-22.35767,-29.283096,0,2022-06-02T01:46:00.000+02:00
2022-06-02T01:47:00.000+02:00,-22.3527,-29.285583,0,2022-06-02T01:47:00.000+02:00
2022-06-02T01:48:00.000+02:00,-22.354118,-29.285227,0,2022-06-02T01:48:00.000+02:00
2022-06-02T01:49:00.000+02:00,-22.351278,-29.27706,0,2022-06-02T01:49:00.000+02:00
2022-06-02T01:50:00.000+02:00,-22.347017,-29.277416,0,2022-06-02T01:50:00.000+02:00
2022-06-02T01:51:00.000+02:00,-22.342756,-29.27635,0,2022-06-02T01:51:00.000+02:00
2022-06-02T01:52:00.000+02:00,-22.334944,-29.27422,0,2022-06-02T01:52:00.000+02:00
2022-06-02T01:53:00.000+02:00,-22.342402,-29.275993,0,2022-06-02T01:53:00.000+02:00
2022-06-02T01:54:00.000+02:00,-22.34382,-29.280256,0,2022-06-02T01:54:00.000+02:00
2022-06-02T01:55:00.000+02:00,-22.33743,-29.275639,0,2022-06-02T01:55:00.000+02:00
2022-06-02T01:56:00.000+02:00,-22.336008,-29.273865,0,2022-06-02T01:56:00.000+02:00
2022-06-02T01:57:00.000+02:00,-22.334232,-29.276705,0,2022-06-02T01:57:00.000+02:00
2022-06-02T01:58:00.000+02:00,-22.337784,-29.2799,0,2022-06-02T01:58:00.000+02:00
2022-06-02T01:59:00.000+02:00,-22.332458,-29.274574,0,2022-06-02T01:59:00.000+02:00
2022-06-02T02:00:00.000+02:00,-22.332102,-29.269958,0,2022-06-02T02:00:00.000+02:00
2022-06-02T02:01:00.000+02:00,-22.32784,-29.274574,0,2022-06-02T02:01:00.000+02:00
2022-06-02T02:02:00.000+02:00,-22.322514,-29.270668,0,2022-06-02T02:02:00.000+02:00
2022-06-02T02:03:00.000+02:00,-22.319674,-29.269247,0,2022-06-02T02:03:00.000+02:00
2022-06-02T02:04:00.000+02:00,-22.321804,-29.271378,0,2022-06-02T02:04:00.000+02:00
2022-06-02T02:05:00.000+02:00,-22.315767,-29.272444,0,2022-06-02T02:05:00.000+02:00
2022-06-02T02:06:00.000+02:00,-22.321095,-29.270313,0,2022-06-02T02:06:00.000+02:00
2022-06-02T02:07:00.000+02:00,-22.323225,-29.267471,0,2022-06-02T02:07:00.000+02:00
2022-06-02T02:08:00.000+02:00,-22.32358,-29.270313,0,2022-06-02T02:08:00.000+02:00
2022-06-02T02:09:00.000+02:00,-22.319674,-29.268183,0,2022-06-02T02:09:00.000+02:00
2022-06-02T02:10:00.000+02:00,-22.313282,-29.272087,0,2022-06-02T02:10:00.000+02:00
2022-06-02T02:11:00.000+02:00,-22.316833,-29.272444,0,2022-06-02T02:11:00.000+02:00
2022-06-02T02:12:00.000+02:00,-22.30831,-29.272799,0,2022-06-02T02:12:00.000+02:00
2022-06-02T02:13:00.000+02:00,-22.317188,-29.270668,0,2022-06-02T02:13:00.000+02:00
2022-06-02T02:14:00.000+02:00,-22.31044,-29.268183,0,2022-06-02T02:14:00.000+02:00
2022-06-02T02:15:00.000+02:00,-22.307955,-29.267471,0,2022-06-02T02:15:00.000+02:00
2022-06-02T02:16:00.000+02:00,-22.313282,-29.266052,0,2022-06-02T02:16:00.000+02:00
2022-06-02T02:17:00.000+02:00,-22.30902,-29.264275,0,2022-06-02T02:17:00.000+02:00
2022-06-02T02:18:00.000+02:00,-22.305113,-29.26108,0,2022-06-02T02:18:00.000+02:00
2022-06-02T02:19:00.000+02:00,-22.291264,-29.264277,0,2022-06-02T02:19:00.000+02:00
2022-06-02T02:20:00.000+02:00,-22.29233,-29.26534,0,2022-06-02T02:20:00.000+02:00
2022-06-02T02:21:00.000+02:00,-22.29162,-29.267471,0,2022-06-02T02:21:00.000+02:00
2022-06-02T02:22:00.000+02:00,-22.30547,-29.269247,0,2022-06-02T02:22:00.000+02:00
2022-06-02T02:23:00.000+02:00,-22.302982,-29.266762,0,2022-06-02T02:23:00.000+02:00
2022-06-02T02:24:00.000+02:00,-22.305824,-29.262856,0,2022-06-02T02:24:00.000+02:00
2022-06-02T02:25:00.000+02:00,-22.2973,-29.25895,0,2022-06-02T02:25:00.000+02:00
2022-06-02T02:26:00.000+02:00,-22.290909,-29.25895,0,2022-06-02T02:26:00.000+02:00
2022-06-02T02:27:00.000+02:00,-22.282387,-29.25895,0,2022-06-02T02:27:00.000+02:00
2022-06-02T02:28:00.000+02:00,-22.285936,-29.260014,0,2022-06-02T02:28:00.000+02:00
2022-06-02T02:29:00.000+02:00,-22.282032,-29.26037,0,2022-06-02T02:29:00.000+02:00
2022-06-02T02:30:00.000+02:00,-22.285938,-29.257174,0,2022-06-02T02:30:00.000+02:00
2022-06-02T02:31:00.000+02:00,-22.292685,-29.260725,0,2022-06-02T02:31:00.000+02:00
2022-06-02T02:32:00.000+02:00,-22.28949,-29.263565,0,2022-06-02T02:32:00.000+02:00
2022-06-02T02:33:00.000+02:00,-22.290554,-29.261435,0,2022-06-02T02:33:00.000+02:00
2022-06-02T02:34:00.000+02:00,-22.288424,-29.265696,0,2022-06-02T02:34:00.000+02:00
2022-06-02T02:35:00.000+02:00,-22.289845,-29.260725,0,2022-06-02T02:35:00.000+02:00
2022-06-02T02:36:00.000+02:00,-22.27919,-29.260723,0,2022-06-02T02:36:00.000+02:00
2022-06-02T02:37:00.000+02:00,-22.2902,-29.262146,0,2022-06-02T02:37:00.000+02:00
2022-06-02T02:38:00.000+02:00,-22.289845,-29.2625,0,2022-06-02T02:38:00.000+02:00
2022-06-02T02:39:00.000+02:00,-22.289845,-29.267471,0,2022-06-02T02:39:00.000+02:00
2022-06-02T02:40:00.000+02:00,-22.295527,-29.266052,0,2022-06-02T02:40:00.000+02:00
2022-06-02T02:41:00.000+02:00,-22.29659,-29.262144,0,2022-06-02T02:41:00.000+02:00
2022-06-02T02:42:00.000+02:00,-22.283806,-29.259304,0,2022-06-02T02:42:00.000+02:00
