_c0,signal_std,signal_rad,pluie,timestamp
2022-08-22T00:06:00.000+02:00,-22.380398,-29.41946,0,2022-08-22T00:06:00.000+02:00
2022-08-22T00:07:00.000+02:00,-22.382528,-29.408806,0,2022-08-22T00:07:00.000+02:00
2022-08-22T00:08:00.000+02:00,-22.382174,-29.392826,0,2022-08-22T00:08:00.000+02:00
2022-08-22T00:09:00.000+02:00,-22.36797,-29.397087,0,2022-08-22T00:09:00.000+02:00
2022-08-22T00:10:00.000+02:00,-22.36193,-29.395668,0,2022-08-22T00:10:00.000+02:00
2022-08-22T00:11:00.000+02:00,-22.375782,-29.396378,0,2022-08-22T00:11:00.000+02:00
2022-08-22T00:12:00.000+02:00,-22.375782,-29.394958,0,2022-08-22T00:12:00.000+02:00
2022-08-22T00:13:00.000+02:00,-22.370455,-29.381817,0,2022-08-22T00:13:00.000+02:00
2022-08-22T00:14:00.000+02:00,-22.379688,-29.38395,0,2022-08-22T00:14:00.000+02:00
2022-08-22T00:15:00.000+02:00,-22.365128,-29.381819,0,2022-08-22T00:15:00.000+02:00
2022-08-22T00:16:00.000+02:00,-22.362997,-29.400993,0,2022-08-22T00:16:00.000+02:00
2022-08-22T00:17:00.000+02:00,-22.3701,-29.374004,0,2022-08-22T00:17:00.000+02:00
2022-08-22T00:18:00.000+02:00,-22.361576,-29.383595,0,2022-08-22T00:18:00.000+02:00
2022-08-22T00:19:00.000+02:00,-22.369743,-29.381107,0,2022-08-22T00:19:00.000+02:00
2022-08-22T00:20:00.000+02:00,-22.367615,-29.378622,0,2022-08-22T00:20:00.000+02:00
2022-08-22T00:21:00.000+02:00,-22.36868,-29.383238,0,2022-08-22T00:21:00.000+02:00
2022-08-22T00:22:00.000+02:00,-22.379332,-29.389986,0,2022-08-22T00:22:00.000+02:00
2022-08-22T00:23:00.000+02:00,-22.376846,-29.386078,0,2022-08-22T00:23:00.000+02:00
2022-08-22T00:24:00.000+02:00,-22.369743,-29.38892,0,2022-08-22T00:24:00.000+02:00
2022-08-22T00:25:00.000+02:00,-22.362997,-29.376137,0,2022-08-22T00:25:00.000+02:00
2022-08-22T00:26:00.000+02:00,-22.366903,-29.380398,0,2022-08-22T00:26:00.000+02:00
2022-08-22T00:27:00.000+02:00,-22.366903,-29.385725,0,2022-08-22T00:27:00.000+02:00
2022-08-22T00:28:00.000+02:00,-22.36797,-29.387146,0,2022-08-22T00:28:00.000+02:00
2022-08-22T00:29:00.000+02:00,-22.363707,-29.384304,0,2022-08-22T00:29:00.000+02:00
2022-08-22T00:30:00.000+02:00,-22.377201,-29.3875,0,2022-08-22T00:30:00.000+02:00
