_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-11 23:53:00,-17.11,-26.0,0.0,-17.11,-26.0,0.0,0.0
2023-02-11 23:54:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-11 23:55:00,-17.07,-26.01,0.0,-17.07,-26.01,0.0,0.0
2023-02-11 23:56:00,-17.13,-26.0,0.0,-17.13,-26.0,0.0,0.0
2023-02-11 23:57:00,-17.13,-26.0,0.0,-17.13,-26.0,0.0,0.0
2023-02-11 23:58:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-11 23:59:00,-17.1,-26.01,0.0,-17.1,-26.01,0.0,0.0
2023-02-12 00:00:00,-17.09,-25.99,0.0,-17.09,-25.99,0.0,0.0
2023-02-12 00:01:00,-17.07,-26.0,0.0,-17.07,-26.0,0.0,0.0
2023-02-12 00:02:00,-17.07,-26.0,0.0,-17.07,-26.0,0.0,0.0
2023-02-12 00:03:00,-17.09,-26.0,0.0,-17.09,-26.0,0.0,0.0
2023-02-12 00:04:00,-17.07,-25.99,0.0,-17.07,-25.99,0.0,0.0
2023-02-12 00:05:00,-17.13,-26.01,0.0,-17.13,-26.01,0.0,0.0
2023-02-12 00:06:00,-17.16,-26.01,0.0,-17.16,-26.01,0.0,0.0
2023-02-12 00:07:00,-17.09,-26.01,0.0,-17.09,-26.01,0.0,0.0
2023-02-12 00:08:00,-17.11,-26.01,0.0,-17.11,-26.01,0.0,0.0
2023-02-12 00:09:00,-17.13,-26.0,0.0,-17.13,-26.0,0.0,0.0
2023-02-12 00:10:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-12 00:11:00,-17.12,-26.0,0.0,-17.12,-26.0,0.0,0.0
2023-02-12 00:12:00,-17.12,-25.98,0.0,-17.12,-25.98,0.0,0.0
2023-02-12 00:13:00,-17.08,-26.01,0.0,-17.08,-26.01,0.0,0.0
2023-02-12 00:14:00,-17.15,-26.01,0.0,-17.15,-26.01,0.0,0.0
2023-02-12 00:15:00,-17.07,-26.0,0.0,-17.07,-26.0,0.0,0.0
2023-02-12 00:16:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 00:17:00,-17.11,-26.0,0.0,-17.11,-26.0,0.0,0.0
2023-02-12 00:18:00,-17.11,-25.99,0.0,-17.11,-25.99,0.0,0.0
2023-02-12 00:19:00,-17.14,-26.0,0.0,-17.14,-26.0,0.0,0.0
2023-02-12 00:20:00,-17.09,-26.0,0.0,-17.09,-26.0,0.0,0.0
2023-02-12 00:21:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-12 00:22:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-12 00:23:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-12 00:24:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 00:25:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-12 00:26:00,-17.12,-25.99,0.0,-17.12,-25.99,0.0,0.0
2023-02-12 00:27:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 00:28:00,-17.09,-26.0,0.0,-17.09,-26.0,0.0,0.0
2023-02-12 00:29:00,-17.13,-25.99,0.0,-17.13,-25.99,0.0,0.0
2023-02-12 00:30:00,-17.07,-26.0,0.0,-17.07,-26.0,0.0,0.0
2023-02-12 00:31:00,-17.14,-26.01,0.0,-17.14,-26.01,0.0,0.0
2023-02-12 00:32:00,-17.09,-26.0,0.0,-17.09,-26.0,0.0,0.0
2023-02-12 00:33:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-12 00:34:00,-17.08,-25.98,0.0,-17.08,-25.98,0.0,0.0
2023-02-12 00:35:00,-17.12,-26.01,0.0,-17.12,-26.01,0.0,0.0
2023-02-12 00:36:00,-17.11,-25.99,0.0,-17.11,-25.99,0.0,0.0
2023-02-12 00:37:00,-17.07,-25.97,0.0,-17.07,-25.97,0.0,0.0
2023-02-12 00:38:00,-17.12,-26.01,0.0,-17.12,-26.01,0.0,0.0
2023-02-12 00:39:00,-17.09,-25.99,0.0,-17.09,-25.99,0.0,0.0
2023-02-12 00:40:00,-17.12,-25.97,0.0,-17.12,-25.97,0.0,0.0
2023-02-12 00:41:00,-17.14,-25.99,0.0,-17.14,-25.99,0.0,0.0
2023-02-12 00:42:00,-17.12,-25.98,0.0,-17.12,-25.98,0.0,0.0
2023-02-12 00:43:00,-17.11,-25.99,0.0,-17.11,-25.99,0.0,0.0
2023-02-12 00:44:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-12 00:45:00,-17.06,-25.99,0.0,-17.06,-25.99,0.0,0.0
2023-02-12 00:46:00,-17.09,-25.98,0.0,-17.09,-25.98,0.0,0.0
2023-02-12 00:47:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 00:48:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 00:49:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-12 00:50:00,-17.15,-26.0,0.0,-17.15,-26.0,0.0,0.0
2023-02-12 00:51:00,-17.09,-25.99,0.0,-17.09,-25.99,0.0,0.0
2023-02-12 00:52:00,-17.1,-26.0,0.0,-17.1,-26.0,0.0,0.0
2023-02-12 00:53:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-12 00:54:00,-17.12,-25.99,0.0,-17.12,-25.99,0.0,0.0
2023-02-12 00:55:00,-17.12,-25.98,0.0,-17.12,-25.98,0.0,0.0
2023-02-12 00:56:00,-17.03,-26.0,0.0,-17.03,-26.0,0.0,0.0
2023-02-12 00:57:00,-17.06,-25.99,0.0,-17.06,-25.99,0.0,0.0
2023-02-12 00:58:00,-17.09,-25.99,0.0,-17.09,-25.99,0.0,0.0
2023-02-12 00:59:00,-17.12,-25.98,0.0,-17.12,-25.98,0.0,0.0
2023-02-12 01:00:00,-17.03,-25.99,0.0,-17.03,-25.99,0.0,0.0
2023-02-12 01:01:00,-17.11,-25.99,0.0,-17.11,-25.99,0.0,0.0
2023-02-12 01:02:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 01:03:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-12 01:04:00,-17.08,-25.99,0.0,-17.08,-25.99,0.0,0.0
2023-02-12 01:05:00,-17.05,-25.99,0.0,-17.05,-25.99,0.0,0.0
2023-02-12 01:06:00,-17.06,-25.98,0.0,-17.06,-25.98,0.0,0.0
2023-02-12 01:07:00,-17.07,-25.98,0.0,-17.07,-25.98,0.0,0.0
2023-02-12 01:08:00,-17.1,-25.99,0.0,-17.1,-25.99,0.0,0.0
2023-02-12 01:09:00,-17.13,-25.97,0.0,-17.13,-25.97,0.0,0.0
