_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-15 11:13:00,-17.44,-26.42,0.0,-17.44,-26.42,0.0,0.0
2023-02-15 11:14:00,-17.53,-26.43,0.0,-17.53,-26.43,0.0,0.0
2023-02-15 11:15:00,-17.58,-26.47,0.0,-17.58,-26.47,0.0,0.0
2023-02-15 11:16:00,-17.51,-26.46,0.0,-17.51,-26.46,0.0,0.0
2023-02-15 11:17:00,-17.6,-26.51,0.0,-17.6,-26.51,0.0,0.0
2023-02-15 11:18:00,-17.56,-26.5,0.0,-17.56,-26.5,0.0,0.0
2023-02-15 11:19:00,-17.64,-26.49,0.0,-17.64,-26.49,0.0,0.0
2023-02-15 11:20:00,-17.56,-26.46,0.0,-17.56,-26.46,0.0,0.0
2023-02-15 11:21:00,-17.72,-26.46,0.0,-17.72,-26.46,0.0,0.0
2023-02-15 11:22:00,-17.48,-26.46,0.0,-17.48,-26.46,0.0,0.0
2023-02-15 11:23:00,-17.37,-26.46,0.0,-17.37,-26.46,0.0,0.0
2023-02-15 11:24:00,-17.55,-26.47,0.0,-17.55,-26.47,0.0,0.0
2023-02-15 11:25:00,-17.59,-26.51,0.0,-17.59,-26.51,0.0,0.0
2023-02-15 11:26:00,-17.58,-26.49,0.0,-17.58,-26.49,0.0,0.0
2023-02-15 11:27:00,-17.51,-26.47,0.0,-17.51,-26.47,0.0,0.0
2023-02-15 11:28:00,-17.57,-26.53,0.0,-17.57,-26.53,0.0,0.0
2023-02-15 11:29:00,-17.41,-26.49,0.0,-17.41,-26.49,0.0,0.0
2023-02-15 11:30:00,-17.6,-26.43,0.0,-17.6,-26.43,0.0,0.0
2023-02-15 11:31:00,-17.51,-26.49,0.0,-17.51,-26.49,0.0,0.0
2023-02-15 11:32:00,-17.39,-26.49,0.0,-17.39,-26.49,0.0,0.0
2023-02-15 11:33:00,-17.54,-26.5,0.0,-17.54,-26.5,0.0,0.0
2023-02-15 11:34:00,-17.4,-26.49,0.0,-17.4,-26.49,0.0,0.0
2023-02-15 11:35:00,-17.59,-26.48,0.0,-17.59,-26.48,0.0,0.0
2023-02-15 11:36:00,-17.45,-26.48,0.0,-17.45,-26.48,0.0,0.0
2023-02-15 11:37:00,-17.52,-26.52,0.0,-17.52,-26.52,0.0,0.0
2023-02-15 11:38:00,-17.53,-26.55,0.0,-17.53,-26.55,0.0,0.0
2023-02-15 11:39:00,-17.4,-26.46,0.0,-17.4,-26.46,0.0,0.0
2023-02-15 11:40:00,-17.47,-26.5,0.0,-17.47,-26.5,0.0,0.0
2023-02-15 11:41:00,-17.39,-26.46,0.0,-17.39,-26.46,0.0,0.0
2023-02-15 11:42:00,-17.46,-26.49,0.0,-17.46,-26.49,0.0,0.0
2023-02-15 11:43:00,-17.55,-26.44,0.0,-17.55,-26.44,0.0,0.0
2023-02-15 11:44:00,-17.48,-26.49,0.0,-17.48,-26.49,0.0,0.0
2023-02-15 11:45:00,-17.44,-26.47,0.0,-17.44,-26.47,0.0,0.0
2023-02-15 11:46:00,-17.31,-26.46,0.0,-17.31,-26.46,0.0,0.0
2023-02-15 11:47:00,-17.34,-26.47,0.0,-17.34,-26.47,0.0,0.0
2023-02-15 11:48:00,-17.27,-26.48,0.0,-17.27,-26.48,0.0,0.0
2023-02-15 11:49:00,-17.53,-26.48,0.0,-17.53,-26.48,0.0,0.0
2023-02-15 11:50:00,-17.47,-26.47,0.0,-17.47,-26.47,0.0,0.0
2023-02-15 11:51:00,-17.51,-26.49,0.0,-17.51,-26.49,0.0,0.0
2023-02-15 11:52:00,-17.56,-26.51,0.0,-17.56,-26.51,0.0,0.0
2023-02-15 11:53:00,-17.63,-26.51,0.0,-17.63,-26.51,0.0,0.0
2023-02-15 11:54:00,-17.57,-26.53,0.0,-17.57,-26.53,0.0,0.0
2023-02-15 11:55:00,-17.56,-26.56,0.0,-17.56,-26.56,0.0,0.0
2023-02-15 11:56:00,-17.6,-26.55,0.0,-17.6,-26.55,0.0,0.0
2023-02-15 11:57:00,-17.62,-26.53,0.0,-17.62,-26.53,0.0,0.0
2023-02-15 11:58:00,-17.57,-26.53,0.0,-17.57,-26.53,0.0,0.0
2023-02-15 11:59:00,-17.69,-26.55,0.0,-17.69,-26.55,0.0,0.0
2023-02-15 12:00:00,-17.59,-26.57,0.0,-17.59,-26.57,0.0,0.0
2023-02-15 12:01:00,-17.62,-26.56,0.0,-17.62,-26.56,0.0,0.0
2023-02-15 12:02:00,-17.6,-26.55,0.0,-17.6,-26.55,0.0,0.0
2023-02-15 12:03:00,-17.59,-26.53,0.0,-17.59,-26.53,0.0,0.0
2023-02-15 12:04:00,-17.55,-26.53,0.0,-17.55,-26.53,0.0,0.0
2023-02-15 12:05:00,-17.41,-26.52,0.0,-17.41,-26.52,0.0,0.0
2023-02-15 12:06:00,-17.49,-26.55,0.0,-17.49,-26.55,0.0,0.0
2023-02-15 12:07:00,-17.53,-26.57,0.0,-17.53,-26.57,0.0,0.0
2023-02-15 12:08:00,-17.56,-26.51,0.0,-17.56,-26.51,0.0,0.0
2023-02-15 12:09:00,-17.55,-26.57,0.0,-17.55,-26.57,0.0,0.0
2023-02-15 12:10:00,-17.39,-26.5,0.0,-17.39,-26.5,0.0,0.0
2023-02-15 12:11:00,-17.53,-26.52,0.0,-17.53,-26.52,0.0,0.0
2023-02-15 12:12:00,-17.3,-26.46,0.0,-17.3,-26.46,0.0,0.0
2023-02-15 12:13:00,-17.3,-26.49,0.0,-17.3,-26.49,0.0,0.0
2023-02-15 12:14:00,-17.34,-26.47,0.0,-17.34,-26.47,0.0,0.0
2023-02-15 12:15:00,-17.24,-26.39,0.0,-17.24,-26.39,0.0,0.0
2023-02-15 12:16:00,-17.44,-26.42,0.0,-17.44,-26.42,0.0,0.0
2023-02-15 12:17:00,-17.39,-26.48,0.0,-17.39,-26.48,0.0,0.0
2023-02-15 12:18:00,-17.42,-26.44,0.0,-17.42,-26.44,0.0,0.0
2023-02-15 12:19:00,-17.57,-26.43,0.0,-17.57,-26.43,0.0,0.0
2023-02-15 12:20:00,-17.54,-26.45,0.0,-17.54,-26.45,0.0,0.0
2023-02-15 12:21:00,-17.51,-26.47,0.0,-17.51,-26.47,0.0,0.0
