_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-02 17:40:00,-17.15,-26.36,0.0,-17.15,-26.36,0.0,0.0
2023-02-02 17:41:00,-17.27,-26.34,0.0,-17.27,-26.34,0.0,0.0
2023-02-02 17:42:00,-17.11,-26.33,0.0,-17.11,-26.33,0.0,0.0
2023-02-02 17:43:00,-17.23,-26.33,0.0,-17.23,-26.33,0.0,0.0
2023-02-02 17:44:00,-17.23,-26.35,0.0,-17.23,-26.35,0.0,0.0
2023-02-02 17:45:00,-17.2,-26.33,0.0,-17.2,-26.33,0.0,0.0
2023-02-02 17:46:00,-17.2,-26.34,0.0,-17.2,-26.34,0.0,0.0
2023-02-02 17:47:00,-17.22,-26.35,0.0,-17.22,-26.35,0.0,0.0
2023-02-02 17:48:00,-17.26,-26.34,0.0,-17.26,-26.34,0.0,0.0
2023-02-02 17:49:00,-17.12,-26.31,0.0,-17.12,-26.31,0.0,0.0
2023-02-02 17:50:00,-17.16,-26.31,0.0,-17.16,-26.31,0.0,0.0
2023-02-02 17:51:00,-17.21,-26.33,0.0,-17.21,-26.33,0.0,0.0
2023-02-02 17:52:00,-17.15,-26.32,0.0,-17.15,-26.32,0.0,0.0
2023-02-02 17:53:00,-17.11,-26.31,0.0,-17.11,-26.31,0.0,0.0
2023-02-02 17:54:00,-17.17,-26.32,0.0,-17.17,-26.32,0.0,0.0
2023-02-02 17:55:00,-17.08,-26.3,0.0,-17.08,-26.3,0.0,0.0
2023-02-02 17:56:00,-17.29,-26.28,0.0,-17.29,-26.28,0.0,0.0
2023-02-02 17:57:00,-17.18,-26.31,0.0,-17.18,-26.31,0.0,0.0
2023-02-02 17:58:00,-17.11,-26.3,0.0,-17.11,-26.3,0.0,0.0
2023-02-02 17:59:00,-17.1,-26.29,0.0,-17.1,-26.29,0.0,0.0
2023-02-02 18:00:00,-17.17,-26.29,0.0,-17.17,-26.29,0.0,0.0
2023-02-02 18:01:00,-17.17,-26.29,0.0,-17.17,-26.29,0.0,0.0
2023-02-02 18:02:00,-17.05,-26.29,0.0,-17.05,-26.29,0.0,0.0
2023-02-02 18:03:00,-17.07,-26.28,0.0,-17.07,-26.28,0.0,0.0
2023-02-02 18:04:00,-17.18,-26.27,0.0,-17.18,-26.27,0.0,0.0
2023-02-02 18:05:00,-17.14,-26.29,0.0,-17.14,-26.29,0.0,0.0
2023-02-02 18:06:00,-17.13,-26.28,0.0,-17.13,-26.28,0.0,0.0
2023-02-02 18:07:00,-17.15,-26.3,0.0,-17.15,-26.3,0.0,0.0
2023-02-02 18:08:00,-17.19,-26.29,0.0,-17.19,-26.29,0.0,0.0
