_c0,signal_std,signal_rad,pluie,baseline_std,baseline_rad,pluvio_db_std,pluvio_db_rad
2023-02-01 13:53:00,-17.49,-26.62,0.0,-17.49,-26.62,0.0,0.0
2023-02-01 13:54:00,-17.5,-26.58,0.0,-17.5,-26.58,0.0,0.0
2023-02-01 13:55:00,-17.54,-26.62,0.0,-17.54,-26.62,0.0,0.0
2023-02-01 13:56:00,-17.43,-26.59,0.0,-17.43,-26.59,0.0,0.0
2023-02-01 13:57:00,-17.42,-26.58,0.0,-17.42,-26.58,0.0,0.0
2023-02-01 13:58:00,-17.39,-26.57,0.0,-17.39,-26.57,0.0,0.0
2023-02-01 13:59:00,-17.53,-26.59,0.0,-17.53,-26.59,0.0,0.0
2023-02-01 14:00:00,-17.42,-26.56,0.0,-17.42,-26.56,0.0,0.0
2023-02-01 14:01:00,-17.49,-26.58,0.0,-17.49,-26.58,0.0,0.0
2023-02-01 14:02:00,-17.48,-26.58,0.0,-17.48,-26.58,0.0,0.0
2023-02-01 14:03:00,-17.45,-26.58,0.0,-17.45,-26.58,0.0,0.0
2023-02-01 14:04:00,-17.48,-26.57,0.0,-17.48,-26.57,0.0,0.0
2023-02-01 14:05:00,-17.42,-26.57,0.0,-17.42,-26.57,0.0,0.0
2023-02-01 14:06:00,-17.6,-26.57,0.0,-17.6,-26.57,0.0,0.0
2023-02-01 14:07:00,-17.37,-26.6,0.0,-17.37,-26.6,0.0,0.0
2023-02-01 14:08:00,-17.47,-26.61,0.0,-17.47,-26.61,0.0,0.0
2023-02-01 14:09:00,-17.53,-26.57,0.0,-17.53,-26.57,0.0,0.0
2023-02-01 14:10:00,-17.51,-26.56,0.0,-17.51,-26.56,0.0,0.0
2023-02-01 14:11:00,-17.44,-26.58,0.0,-17.44,-26.58,0.0,0.0
2023-02-01 14:12:00,-17.58,-26.57,0.0,-17.58,-26.57,0.0,0.0
2023-02-01 14:13:00,-17.51,-26.63,0.0,-17.51,-26.63,0.0,0.0
2023-02-01 14:14:00,-17.52,-26.58,0.0,-17.52,-26.58,0.0,0.0
2023-02-01 14:15:00,-17.53,-26.59,0.0,-17.53,-26.59,0.0,0.0
2023-02-01 14:16:00,-17.46,-26.59,0.0,-17.46,-26.59,0.0,0.0
2023-02-01 14:17:00,-17.53,-26.6,0.0,-17.53,-26.6,0.0,0.0
2023-02-01 14:18:00,-17.47,-26.56,0.0,-17.47,-26.56,0.0,0.0
2023-02-01 14:19:00,-17.45,-26.6,0.0,-17.45,-26.6,0.0,0.0
2023-02-01 14:20:00,-17.57,-26.56,0.0,-17.57,-26.56,0.0,0.0
2023-02-01 14:21:00,-17.45,-26.58,0.0,-17.45,-26.58,0.0,0.0
2023-02-01 14:22:00,-17.51,-26.57,0.0,-17.51,-26.57,0.0,0.0
2023-02-01 14:23:00,-17.49,-26.58,0.0,-17.49,-26.58,0.0,0.0
2023-02-01 14:24:00,-17.5,-26.61,0.0,-17.5,-26.61,0.0,0.0
2023-02-01 14:25:00,-17.41,-26.61,0.0,-17.41,-26.61,0.0,0.0
2023-02-01 14:26:00,-17.4,-26.64,0.0,-17.4,-26.64,0.0,0.0
2023-02-01 14:27:00,-17.44,-26.58,0.0,-17.44,-26.58,0.0,0.0
2023-02-01 14:28:00,-17.39,-26.59,0.0,-17.39,-26.59,0.0,0.0
2023-02-01 14:29:00,-17.33,-26.57,0.0,-17.33,-26.57,0.0,0.0
2023-02-01 14:30:00,-17.44,-26.59,0.0,-17.44,-26.59,0.0,0.0
2023-02-01 14:31:00,-17.44,-26.57,0.0,-17.44,-26.57,0.0,0.0
2023-02-01 14:32:00,-17.52,-26.59,0.0,-17.52,-26.59,0.0,0.0
2023-02-01 14:33:00,-17.44,-26.59,0.0,-17.44,-26.59,0.0,0.0
2023-02-01 14:34:00,-17.31,-26.58,0.0,-17.31,-26.58,0.0,0.0
2023-02-01 14:35:00,-17.44,-26.56,0.0,-17.44,-26.56,0.0,0.0
2023-02-01 14:36:00,-17.36,-26.59,0.0,-17.36,-26.59,0.0,0.0
2023-02-01 14:37:00,-17.37,-26.63,0.0,-17.37,-26.63,0.0,0.0
2023-02-01 14:38:00,-17.37,-26.54,0.0,-17.37,-26.54,0.0,0.0
2023-02-01 14:39:00,-17.46,-26.57,0.0,-17.46,-26.57,0.0,0.0
2023-02-01 14:40:00,-17.38,-26.55,0.0,-17.38,-26.55,0.0,0.0
2023-02-01 14:41:00,-17.39,-26.56,0.0,-17.39,-26.56,0.0,0.0
2023-02-01 14:42:00,-17.56,-26.61,0.0,-17.56,-26.61,0.0,0.0
2023-02-01 14:43:00,-17.53,-26.6,0.0,-17.53,-26.6,0.0,0.0
2023-02-01 14:44:00,-17.5,-26.61,0.0,-17.5,-26.61,0.0,0.0
2023-02-01 14:45:00,-17.55,-26.57,0.0,-17.55,-26.57,0.0,0.0
2023-02-01 14:46:00,-17.47,-26.53,0.0,-17.47,-26.53,0.0,0.0
2023-02-01 14:47:00,-17.44,-26.54,0.0,-17.44,-26.54,0.0,0.0
2023-02-01 14:48:00,-17.54,-26.57,0.0,-17.54,-26.57,0.0,0.0
2023-02-01 14:49:00,-17.5,-26.54,0.0,-17.5,-26.54,0.0,0.0
2023-02-01 14:50:00,-17.7,-26.58,0.0,-17.7,-26.58,0.0,0.0
2023-02-01 14:51:00,-17.4,-26.57,0.0,-17.4,-26.57,0.0,0.0
2023-02-01 14:52:00,-17.32,-26.55,0.0,-17.32,-26.55,0.0,0.0
2023-02-01 14:53:00,-17.36,-26.53,0.0,-17.36,-26.53,0.0,0.0
2023-02-01 14:54:00,-17.62,-26.58,0.0,-17.62,-26.58,0.0,0.0
2023-02-01 14:55:00,-17.47,-26.54,0.0,-17.47,-26.54,0.0,0.0
